lat,lon,note,address,images
40.199887,116.728714,,87507 Utah Point,
48.120484,-1.695391,,93849 Esch Plaza,
6.4876142,-6.5836774,Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.,931 Summit Road,http://dummyimage.com/171x249.bmp/cc0000/ffffff
53.48661,106.0622305,,673 Gulseth Way,
29.046809,110.482084,,4 Forest Road,
54.71681,-115.40226,,09257 Kinsman Circle,
49.8905368,2.3081396,"Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.",618 David Parkway,http://dummyimage.com/149x198.bmp/5fa2dd/ffffff
59.9287227,10.883269,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,3821 Hauk Trail,http://dummyimage.com/215x118.bmp/dddddd/000000
-13.1612425,-74.2152331,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.",3 Burning Wood Way,http://dummyimage.com/182x230.png/5fa2dd/ffffff
50.1249419,14.6929755,,07 Saint Paul Road,
34.7487164,134.0793911,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.",00399 Arrowood Crossing,http://dummyimage.com/129x215.jpg/5fa2dd/ffffff
28.2410098,33.6229813,,2007 Hermina Plaza,
22.765392,112.964446,"Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",413 Harbort Drive,http://dummyimage.com/116x173.png/ff4444/ffffff
27.032207,90.1869644,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",24 Shoshone Junction,http://dummyimage.com/154x225.bmp/ff4444/ffffff
-6.1382732,-77.0967357,,005 Troy Way,
46.4846074,-1.7557702,Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum.,7 Pine View Junction,http://dummyimage.com/214x125.bmp/cc0000/ffffff
37.8163881,66.0285106,,206 Linden Parkway,
-8.4595561,115.0465991,,066 Oakridge Plaza,
37.114157,79.922211,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.",76 Dayton Trail,http://dummyimage.com/195x114.bmp/dddddd/000000
39.7723073,47.6154166,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",76 Badeau Drive,http://dummyimage.com/243x183.png/5fa2dd/ffffff
56.93333,49.15361,,6965 Reindahl Drive,
40.0611652,140.142219,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti.",18667 Briar Crest Court,http://dummyimage.com/218x133.bmp/ff4444/ffffff
26.8626548,85.5560635,,409 Upham Avenue,
-7.783297,110.363649,"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis.",08311 Sundown Avenue,http://dummyimage.com/171x226.png/ff4444/ffffff
16.9334683,121.7587348,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.",47415 Warbler Terrace,http://dummyimage.com/178x210.bmp/ff4444/ffffff
14.0452728,108.255546,"Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.",7 Ridgeview Point,http://dummyimage.com/160x193.png/cc0000/ffffff
59.7959318,30.3954982,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",717 Cambridge Parkway,http://dummyimage.com/213x227.jpg/5fa2dd/ffffff
42.88719,120.67466,"Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl.",15513 Forest Dale Road,http://dummyimage.com/235x177.bmp/dddddd/000000
-8.8954,121.1482,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,83 Dapin Trail,http://dummyimage.com/208x108.jpg/cc0000/ffffff
39.1140535,-94.7743365,,1488 Lunder Court,
46.9,113.41667,,60852 Scofield Pass,
5.9136754,125.2653826,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",96 Jackson Place,http://dummyimage.com/137x140.png/dddddd/000000
39.538047,116.683752,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor.,266 Kipling Parkway,http://dummyimage.com/158x106.jpg/cc0000/ffffff
32.4937455,-116.9552547,,11760 Eagan Way,
-1.3525694,-80.5827272,,16 Oneill Lane,
37.9059243,58.4972596,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum.",84274 Cambridge Crossing,http://dummyimage.com/241x197.jpg/dddddd/000000
-8.2837447,123.2812562,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.",93 Crownhardt Place,http://dummyimage.com/133x218.png/5fa2dd/ffffff
-20.0511394,30.5106372,Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum.,0706 Carey Crossing,http://dummyimage.com/225x199.bmp/dddddd/000000
27.304802,112.5438,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",57465 Marquette Junction,http://dummyimage.com/160x116.png/cc0000/ffffff
-8.4539,120.6359,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",085 Amoth Alley,http://dummyimage.com/158x144.png/5fa2dd/ffffff
39.4135711,-8.2103619,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",9295 Clyde Gallagher Way,http://dummyimage.com/228x133.jpg/5fa2dd/ffffff
-8.2296365,111.4526032,"Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",348 Burrows Avenue,http://dummyimage.com/227x152.bmp/5fa2dd/ffffff
31.2303904,121.4737021,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue.",74 Pankratz Pass,http://dummyimage.com/207x158.png/cc0000/ffffff
31.975314,35.196042,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.",404 Oakridge Way,http://dummyimage.com/197x224.jpg/ff4444/ffffff
51.43341,-114.03528,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo.",7323 Merrick Drive,http://dummyimage.com/110x124.jpg/dddddd/000000
31.052914,110.332814,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",4686 Sunbrook Plaza,http://dummyimage.com/248x113.bmp/5fa2dd/ffffff
9.7494365,105.5327831,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",9 Lotheville Crossing,http://dummyimage.com/120x207.bmp/ff4444/ffffff
23.110052,113.240664,,8 Gateway Alley,
43.4945737,5.8978018,,773 Michigan Center,
32.0948805,-6.6037016,,80 Burrows Lane,
39.128291,117.251586,,11 Warrior Crossing,
25.482034,49.5547333,,26 Nancy Trail,
40.99849,111.1617,,12 Trailsway Junction,
-14.0749161,-72.4742969,,8 Lindbergh Place,
-34.5872079,-58.494505,"Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",80080 Bashford Trail,http://dummyimage.com/207x179.bmp/cc0000/ffffff
-22.5905906,-46.5282973,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.",718 Talisman Crossing,http://dummyimage.com/229x187.png/ff4444/ffffff
41.4122069,-8.4333383,,1 Straubel Avenue,
53.8386511,22.9882406,,339 Hazelcrest Avenue,
39.877206,115.881215,,9 Bellgrove Drive,
28.6517036,117.9041296,"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",466 Cardinal Crossing,http://dummyimage.com/246x183.bmp/5fa2dd/ffffff
34.8061587,70.9784562,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",657 Ramsey Alley,http://dummyimage.com/166x235.bmp/cc0000/ffffff
45.5347245,20.7809547,,86 Butternut Alley,
57.7831228,14.197982,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",089 Clove Pass,http://dummyimage.com/212x188.png/cc0000/ffffff
6.594633,125.400567,,85015 Beilfuss Center,
3.6527376,31.7280955,"Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",890 Dixon Plaza,http://dummyimage.com/113x129.jpg/ff4444/ffffff
40.7069884,22.5450139,,95154 Sage Junction,
53.2252531,33.7298819,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.,707 Heffernan Alley,http://dummyimage.com/160x197.bmp/ff4444/ffffff
6.0105192,6.9103455,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",7 Golden Leaf Junction,http://dummyimage.com/177x208.bmp/dddddd/000000
14.6602787,120.989116,,00 Swallow Street,
-6.7697476,106.7293611,,1905 Mccormick Center,
-4.0078909,-79.2112769,"Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",8 Thierer Street,http://dummyimage.com/206x108.jpg/ff4444/ffffff
7.1133648,125.6286673,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,7 Stone Corner Court,http://dummyimage.com/161x236.bmp/cc0000/ffffff
-6.3235522,106.6948015,"Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",6 Acker Hill,http://dummyimage.com/208x208.bmp/cc0000/ffffff
53.83345,-113.33531,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.",67 Roth Junction,http://dummyimage.com/212x183.png/dddddd/000000
-29.1667089,-51.5169861,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",69 Meadow Valley Hill,http://dummyimage.com/188x236.jpg/ff4444/ffffff
11.5000501,123.0503762,Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,1231 Tennyson Point,http://dummyimage.com/103x148.png/5fa2dd/ffffff
-7.9438473,113.8153425,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis.",5 Melby Circle,http://dummyimage.com/226x170.jpg/5fa2dd/ffffff
49.0096906,2.5479245,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis.",123 Kennedy Junction,http://dummyimage.com/174x109.bmp/ff4444/ffffff
50.3649126,23.7519532,,21 Namekagon Place,
26.647661,106.630153,Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,33003 Morningstar Drive,http://dummyimage.com/176x120.jpg/cc0000/ffffff
24.466675,112.626495,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.",03 Calypso Parkway,http://dummyimage.com/193x160.png/ff4444/ffffff
49.9248455,116.8425182,,1 Loeprich Parkway,
63.8105554,20.3121225,,63 Eastwood Center,
35.2593608,36.3768911,,7780 Pennsylvania Road,
38.3541519,22.7869993,,83529 Leroy Park,
44.441584,126.4510829,,538 Sachs Park,
-8.3278028,122.9796796,,0 Lerdahl Circle,
40.7165064,22.7279233,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.",5161 Debra Hill,http://dummyimage.com/180x129.jpg/dddddd/000000
56.07458,92.8703415,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",90381 Ridgeview Place,http://dummyimage.com/116x197.jpg/dddddd/000000
24.315499,109.410683,"Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",517 Nova Terrace,http://dummyimage.com/179x226.png/5fa2dd/ffffff
37.4784878,126.8642888,,8754 Clarendon Trail,
11.7701438,8.4239055,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",60 Claremont Center,http://dummyimage.com/183x244.bmp/ff4444/ffffff
-34.8702993,-71.1664033,,526 Hovde Road,
-32.8842032,-68.7998021,,27 Fulton Circle,
-7.5202294,108.8432655,,92943 Susan Terrace,
57.331693,25.6100339,,12 Grasskamp Street,
43.3688739,46.5485537,"Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",5 International Road,http://dummyimage.com/118x244.png/5fa2dd/ffffff
24.0288453,120.5624474,,9 Anthes Circle,
61.9952327,-6.8028472,,23 Evergreen Alley,
46.25006,-83.5666,,5 Crest Line Plaza,
